model,dtype,xpu,cap,bw,sys_opb,hw,cores,pipe_level,is parallel,power constraint,gqa_size,Lin,Lout,bs,required_cap,s_flops,g_flops,s_time,s_matmul,s_fc,s_comm,s_softmax,s_act,s_lnorm,g_time (ms),g_matmul,g_fc,g_comm,g_etc,g_qkv_time,g_prj_time,g_ff_time,g2g_comm,c2g_comm,g_softmax,g_act,g_lnorm,g_energy (nJ),g_dram_energy,g_l2_energy,g_l1_energy,g_reg_energy,g_alu_energy,g_fc_mem_energy,g_fc_comp_energy,g_attn_mem_energy,g_attn_comp_energy,g_etc_mem_energy,g_etc_comp_energy,g_comm_energy
LLAMA-8B,W16A16,GPU,640,1.0,93.07875894988067,NONE,8,True,True,True,0,21504,128,64,741606676480.0,292245909223020.9,1728137134080.0,34908.81637200291,9834.64915259077,10743.871015384617,5684.956612608,6730.859836990034,307.3327860184616,1607.1469684110357,45.796855933658925,40.49968159483363,1.2198737578468128,2.9791211520000163,0.7842428516933686,0.16809528569422974,0.09067208760353772,0.9611063845490412,2.9791211520000163,0.0,0.313936577284852,0.26984618091532175,0.5143966707780443,25026756341.232174,21612043236.802692,1877430868.3775928,1156365665.5306,101622900.32640001,276501941.45280087,473409414.7584039,529585573.72416574,21110446085.89823,2878508101.104358,28187736.14591997,3827700.8588799885,2791728.7424000134
LLAMA-8B,W16A16,GPU,640,1.0,93.07875894988067,NONE,8,True,True,True,0,21504,128,64,741606676480.0,292245909223020.9,1728137134080.0,34908.81637200291,9834.64915259077,10743.871015384617,5684.956612608,6730.859836990034,307.3327860184616,1607.1469684110357,45.796855933658925,40.49968159483363,1.2198737578468128,2.9791211520000163,0.7842428516933686,0.16809528569422974,0.09067208760353772,0.9611063845490412,2.9791211520000163,0.0,0.313936577284852,0.26984618091532175,0.5143966707780443,25026756341.232174,21612043236.802692,1877430868.3775928,1156365665.5306,101622900.32640001,276501941.45280087,473409414.7584039,529585573.72416574,21110446085.89823,2878508101.104358,28187736.14591997,3827700.8588799885,2791728.7424000134
LLAMA-8B,W16A16,GPU,1280,1.0,93.07875894988067,BUFFER,8,True,True,True,0,21504,128,64,741606676480.0,292245909223020.9,1728137134080.0,34908.81637200291,9834.64915259077,10743.871015384617,5684.956612608,6730.859836990034,307.3327860184616,1607.1469684110357,5.429368950163527,0.648002464,1.0110119758035006,2.9861116586666814,0.7842428516933686,0.042023821423557435,0.02266802190088443,0.9463201324790578,2.9791211520000163,0.006990506666666647,0.0,0.26984618091532175,0.5143966707780443,1146197715.5043402,550267836.4848136,111635595.2639996,161243809.71007854,100955030.81472002,218605782.3027204,473409414.7584039,529585573.72416574,48670685.58049287,59026943.508480005,28187736.14591997,3827700.8588799885,3489660.928000011
LLAMA-8B,W16A16,GPU,1280,1.0,93.07875894988067,BUFFER,8,True,True,True,0,21504,128,64,741606676480.0,292245909223020.9,1728137134080.0,34908.81637200291,9834.64915259077,10743.871015384617,5684.956612608,6730.859836990034,307.3327860184616,1607.1469684110357,5.506342774163519,0.7249762880000008,1.0110119758035006,2.9861116586666814,0.7842428516933686,0.042023821423557435,0.02266802190088443,0.9463201324790578,2.9791211520000163,0.006990506666666647,0.0,0.26984618091532175,0.5143966707780443,1153196658.8387396,557266779.8192134,111635595.2639996,161243809.71007854,100955030.81472002,218605782.3027204,473409414.7584039,529585573.72416574,55669628.91489268,59026943.508480005,28187736.14591997,3827700.8588799885,3489660.928000011
LLAMA-8B,W16A16,GPU,1280,1.0,93.07875894988067,BUFFER,8,True,True,True,0,21504,128,64,741606676480.0,292245909223020.9,1728137134080.0,34908.81637200291,9834.64915259077,10743.871015384617,5684.956612608,6730.859836990034,307.3327860184616,1607.1469684110357,6.730467734163527,1.9491012479999958,1.0110119758035006,2.9861116586666814,0.7842428516933686,0.042023821423557435,0.02266802190088443,0.9463201324790578,2.9791211520000163,0.006990506666666647,0.0,0.26984618091532175,0.5143966707780443,1287147537.353938,691217658.3344096,111635595.2639996,161243809.71007854,100955030.81472002,218605782.3027204,473409414.7584039,529585573.72416574,189620507.4300928,59026943.508480005,28187736.14591997,3827700.8588799885,3489660.928000011
LLAMA-8B,W16A16,GPU,640,1.0,93.07875894988067,NONE,8,True,True,True,0,21504,128,64,741606676480.0,292245909223020.9,1728137134080.0,34908.81637200291,9834.64915259077,10743.871015384617,5684.956612608,6730.859836990034,307.3327860184616,1607.1469684110357,45.796855933658925,40.49968159483363,1.2198737578468128,2.9791211520000163,0.7842428516933686,0.16809528569422974,0.09067208760353772,0.9611063845490412,2.9791211520000163,0.0,0.313936577284852,0.26984618091532175,0.5143966707780443,25026756341.232174,21612043236.802692,1877430868.3775928,1156365665.5306,101622900.32640001,276501941.45280087,473409414.7584039,529585573.72416574,21110446085.89823,2878508101.104358,28187736.14591997,3827700.8588799885,2791728.7424000134
LLAMA-8B,W16A16,GPU,1280,1.0,93.07875894988067,BUFFER,8,True,True,True,0,21504,128,64,741606676480.0,292245909223020.9,1728137134080.0,34908.81637200291,9834.64915259077,10743.871015384617,5684.956612608,6730.859836990034,307.3327860184616,1607.1469684110357,5.519950998163541,0.7385845119999987,1.0110119758035006,2.9861116586666814,0.7842428516933686,0.042023821423557435,0.02266802190088443,0.9463201324790578,2.9791211520000163,0.006990506666666647,0.0,0.26984618091532175,0.5143966707780443,1164256972.9507399,568327093.931213,111635595.2639996,161243809.71007854,100955030.81472002,218605782.3027204,473409414.7584039,529585573.72416574,66729943.02689266,59026943.508480005,28187736.14591997,3827700.8588799885,3489660.928000011
LLAMA-8B,W16A16,GPU,1280,1.0,93.07875894988067,BUFFER,8,True,True,True,0,21504,128,128,1467644096512.0,584491818446041.8,3456274268160.0,64268.94726293327,16391.081920984616,21464.04743955692,11367.198345215998,11218.099728316722,614.6655720369232,3213.8542568220714,5.975173930179375,0.5632771199999985,1.291027789459237,3.257343317333365,0.8635257033867358,0.058074978461538376,0.02111817398601402,1.2118346370116864,3.243362304000012,0.013981013333333294,0.0,0.2744123618306437,0.5891133415560885,1753148828.5229201,604856144.9926652,179704116.0191974,322487619.4201571,201910061.62944004,437211564.6054408,499669784.330239,1015604072.9395189,48810888.37058567,118053887.01696001,56375472.29183994,7655401.717759977,6979321.856000022
LLAMA-8B,W16A16,GPU,640,1.0,93.07875894988067,NONE,8,True,True,True,0,21504,128,128,1467644096512.0,584491818446041.8,3456274268160.0,64268.94726293327,16391.081920984616,21464.04743955692,11367.198345215998,11218.099728316722,614.6655720369232,3213.8542568220714,73.67121166189675,67.49946932472271,1.5416267009790312,3.243362304000012,0.8635257033867358,0.2322999138461535,0.08447269594405608,1.2248540911888175,3.243362304000012,0.0,0.5232276288080864,0.2744123618306437,0.5891133415560885,49562510332.97858,42776937428.41864,3711294662.2463365,2312731331.0612,202959570.86207998,553003882.9056017,499669784.330239,1015604072.9395189,42220892171.79646,5756729972.417995,56375472.29183994,7655401.717759977,5583457.484800027
LLAMA-8B,W16A16,GPU,1280,1.0,93.07875894988067,BUFFER,8,True,True,True,0,21504,128,128,1467644096512.0,584491818446041.8,3456274268160.0,64268.94726293327,16391.081920984616,21464.04743955692,11367.198345215998,11218.099728316722,614.6655720369232,3213.8542568220714,6.030812618179365,0.618915807999999,1.291027789459237,3.257343317333365,0.8635257033867358,0.058074978461538376,0.02111817398601402,1.2118346370116864,3.243362304000012,0.013981013333333294,0.0,0.2744123618306437,0.5891133415560885,1760029086.1613207,611736402.6310639,179704116.0191974,322487619.4201571,201910061.62944004,437211564.6054408,499669784.330239,1015604072.9395189,55691146.00898548,118053887.01696001,56375472.29183994,7655401.717759977,6979321.856000022
LLAMA-8B,W16A16,GPU,1280,1.0,93.07875894988067,BUFFER,8,True,True,True,0,21504,128,128,1467644096512.0,584491818446041.8,3456274268160.0,64268.94726293327,16391.081920984616,21464.04743955692,11367.198345215998,11218.099728316722,614.6655720369232,3213.8542568220714,7.360998058179358,1.9491012479999958,1.291027789459237,3.257343317333365,0.8635257033867358,0.058074978461538376,0.02111817398601402,1.2118346370116864,3.243362304000012,0.013981013333333294,0.0,0.2744123618306437,0.5891133415560885,1893977670.916523,745684987.3862622,179704116.0191974,322487619.4201571,201910061.62944004,437211564.6054408,499669784.330239,1015604072.9395189,189639730.7641856,118053887.01696001,56375472.29183994,7655401.717759977,6979321.856000022
LLAMA-8B,W16A16,GPU,1280,1.0,93.07875894988067,BUFFER,8,True,True,True,0,21504,128,128,1467644096512.0,584491818446041.8,3456274268160.0,64268.94726293327,16391.081920984616,21464.04743955692,11367.198345215998,11218.099728316722,614.6655720369232,3213.8542568220714,6.150481322179379,0.7385845119999987,1.291027789459237,3.257343317333365,0.8635257033867358,0.058074978461538376,0.02111817398601402,1.2118346370116864,3.243362304000012,0.013981013333333294,0.0,0.2744123618306437,0.5891133415560885,1771087106.5133204,622794422.9830635,179704116.0191974,322487619.4201571,201910061.62944004,437211564.6054408,499669784.330239,1015604072.9395189,66749166.360985465,118053887.01696001,56375472.29183994,7655401.717759977,6979321.856000022
LLAMA-8B,W16A16,GPU,1280,1.0,93.07875894988067,BUFFER,8,True,True,True,0,21504,128,128,1467644096512.0,584491818446041.8,3456274268160.0,64268.94726293327,16391.081920984616,21464.04743955692,11367.198345215998,11218.099728316722,614.6655720369232,3213.8542568220714,6.059899274179361,0.648002464,1.291027789459237,3.257343317333365,0.8635257033867358,0.058074978461538376,0.02111817398601402,1.2118346370116864,3.243362304000012,0.013981013333333294,0.0,0.2744123618306437,0.5891133415560885,1753027849.0669203,604735165.5366653,179704116.0191974,322487619.4201571,201910061.62944004,437211564.6054408,499669784.330239,1015604072.9395189,48689908.91458567,118053887.01696001,56375472.29183994,7655401.717759977,6979321.856000022
LLAMA-8B,W16A16,GPU,1280,1.0,93.07875894988067,BUFFER,8,True,True,True,0,21504,128,128,1467644096512.0,584491818446041.8,3456274268160.0,64268.94726293327,16391.081920984616,21464.04743955692,11367.198345215998,11218.099728316722,614.6655720369232,3213.8542568220714,6.1368730981793504,0.7249762880000008,1.291027789459237,3.257343317333365,0.8635257033867358,0.058074978461538376,0.02111817398601402,1.2118346370116864,3.243362304000012,0.013981013333333294,0.0,0.2744123618306437,0.5891133415560885,1760026792.4013207,611734108.871064,179704116.0191974,322487619.4201571,201910061.62944004,437211564.6054408,499669784.330239,1015604072.9395189,55688852.248985484,118053887.01696001,56375472.29183994,7655401.717759977,6979321.856000022
LLAMA-8B,W16A16,GPU,1280,1.0,93.07875894988067,BUFFER,8,True,True,True,0,21504,128,128,1467644096512.0,584491818446041.8,3456274268160.0,64268.94726293327,16391.081920984616,21464.04743955692,11367.198345215998,11218.099728316722,614.6655720369232,3213.8542568220714,7.973638826179375,2.5617420160000073,1.291027789459237,3.257343317333365,0.8635257033867358,0.058074978461538376,0.02111817398601402,1.2118346370116864,3.243362304000012,0.013981013333333294,0.0,0.2744123618306437,0.5891133415560885,1894934776.682923,746642093.152663,179704116.0191974,322487619.4201571,201910061.62944004,437211564.6054408,499669784.330239,1015604072.9395189,190596836.53058535,118053887.01696001,56375472.29183994,7655401.717759977,6979321.856000022
LLAMA-8B,W16A16,GPU,1280,1.0,93.07875894988067,BUFFER,8,True,True,True,0,21504,128,128,1467644096512.0,584491818446041.8,3456274268160.0,64268.94726293327,16391.081920984616,21464.04743955692,11367.198345215998,11218.099728316722,614.6655720369232,3213.8542568220714,6.303912202179379,0.8920153919999987,1.291027789459237,3.257343317333365,0.8635257033867358,0.058074978461538376,0.02111817398601402,1.2118346370116864,3.243362304000012,0.013981013333333294,0.0,0.2744123618306437,0.5891133415560885,1770917512.4525204,622624828.922265,179704116.0191974,322487619.4201571,201910061.62944004,437211564.6054408,499669784.330239,1015604072.9395189,66579572.3001856,118053887.01696001,56375472.29183994,7655401.717759977,6979321.856000022
LLAMA-8B,W16A16,GPU,1280,1.0,93.07875894988067,BUFFER,8,False,False,False,0,1024,128,1,16172896096.0,130023688208.12599,16159866880.0,30.824693957707066,7.433597243076925,9.387299082603551,6.942738431999999,5.087573572932753,0.3383388946451551,1.6351467324486872,4.3584763717431665,0.07286428800000001,0.8602952945187585,2.719117994666685,0.7061987945577066,0.1591289962094625,0.04979250315878129,0.6513737951505171,2.7190087680000112,0.00010922666666666636,0.0,0.26535134657680204,0.4408474479809076,524344149.5211998,457362742.8831199,41606971.39199992,21202542.264319997,1577422.3564800003,2539944.6732799974,447559363.46111673,66820547.54304005,9362946.04472322,46525.31712,440433.37727999955,59807.82591999982,54525.95200000017
LLAMA-8B,W16A16,GPU,1280,1.0,93.07875894988067,BUFFER,8,False,False,False,0,1024,128,1,16172896096.0,130023688208.12599,16159866880.0,30.824693957707066,7.433597243076925,9.387299082603551,6.942738431999999,5.087573572932753,0.3383388946451551,1.6351467324486872,4.3584763717431665,0.07286428800000001,0.8602952945187585,2.719117994666685,0.7061987945577066,0.1591289962094625,0.04979250315878129,0.6513737951505171,2.7190087680000112,0.00010922666666666636,0.0,0.26535134657680204,0.4408474479809076,524344149.5211998,457362742.8831199,41606971.39199992,21202542.264319997,1577422.3564800003,2539944.6732799974,447559363.46111673,66820547.54304005,9362946.04472322,46525.31712,440433.37727999955,59807.82591999982,54525.95200000017
LLAMA-8B,W16A16,GPU,1280,1.0,93.07875894988067,BUFFER,8,False,False,False,0,1024,128,1,16172896096.0,130023688208.12599,16159866880.0,30.824693957707066,7.433597243076925,9.387299082603551,6.942738431999999,5.087573572932753,0.3383388946451551,1.6351467324486872,4.3584763717431665,0.07286428800000001,0.8602952945187585,2.719117994666685,0.7061987945577066,0.1591289962094625,0.04979250315878129,0.6513737951505171,2.7190087680000112,0.00010922666666666636,0.0,0.26535134657680204,0.4408474479809076,524344149.5211998,457362742.8831199,41606971.39199992,21202542.264319997,1577422.3564800003,2539944.6732799974,447559363.46111673,66820547.54304005,9362946.04472322,46525.31712,440433.37727999955,59807.82591999982,54525.95200000017
LLAMA-8B,W16A16,GPU,1280,1.0,93.07875894988067,BUFFER,8,False,False,False,0,512,128,1,15904378720.0,63919079294.99213,15888809984.0,14.148630398783736,1.9078400898497827,4.800864886153846,4.828809216,1.2718933932331882,0.30180944732257753,1.0374133662243437,4.325009491743164,0.03939740800000008,0.8602952945187585,2.719117994666685,0.7061987945577066,0.1591289962094625,0.04979250315878129,0.6513737951505171,2.7190087680000112,0.00010922666666666636,0.0,0.26535134657680204,0.4408474479809076,519791797.69200295,452832285.3208032,41606971.39199992,21202542.264319997,1577422.3564800003,2518050.406399998,447559363.46111673,66820547.54304005,4832488.482406398,24631.050239999997,440433.37727999955,59807.82591999982,54525.95200000017
LLAMA-8B,W16A16,GPU,1280,1.0,93.07875894988067,BUFFER,8,False,False,False,0,21504,128,1,26913591136.0,4566342331609.701,27002142720.0,5824.412126067536,3278.2163841969236,180.72933297230767,91.49990707199998,2243.6199456633444,4.802074781538463,25.544481381422433,4.68792827574315,0.40231619199999946,0.8602952945187585,2.719117994666685,0.7061987945577066,0.1591289962094625,0.04979250315878129,0.6513737951505171,2.7190087680000112,0.00010922666666666636,0.0,0.26535134657680204,0.4408474479809076,551904532.1162715,484047354.8029926,41606971.39199992,21202542.264319997,1577422.3564800003,3415715.348480006,447559363.46111673,66820547.54304005,36047557.9645952,922295.9923200001,440433.37727999955,59807.82591999982,54525.95200000017
LLAMA-8B,W16A16,GPU,1280,1.0,93.07875894988067,BUFFER,8,False,False,False,0,21504,128,64,741606676480.0,292245909223020.9,1728137134080.0,34908.81637200291,9834.64915259077,10743.871015384617,5684.956612608,6730.859836990034,307.3327860184616,1607.1469684110357,5.392544460206881,0.40231619199999946,1.2198737578468128,2.9861116586666814,0.7842428516933686,0.16809528569422974,0.09067208760353772,0.9611063845490412,2.9791211520000163,0.006990506666666647,0.0,0.26984618091532175,0.5143966707780443,1133593510.857941,537663631.8384148,111635595.2639996,161243809.71007854,100955030.81472002,218605782.3027204,473409414.7584039,529585573.72416574,36066480.9340928,59026943.508480005,28187736.14591997,3827700.8588799885,3489660.928000011
LLAMA-8B,W16A16,GPU,1280,1.0,93.07875894988067,BUFFER,8,True,True,True,0,21504,128,128,1467644096512.0,584491818446041.8,3456274268160.0,64268.94726293327,16391.081920984616,21464.04743955692,11367.198345215998,11218.099728316722,614.6655720369232,3213.8542568220714,5.933291114179368,0.5213943040000001,1.291027789459237,3.257343317333365,0.8635257033867358,0.058074978461538376,0.02111817398601402,1.2118346370116864,3.243362304000012,0.013981013333333294,0.0,0.2744123618306437,0.5891133415560885,1741556316.2157202,593263632.6854672,179704116.0191974,322487619.4201571,201910061.62944004,437211564.6054408,499669784.330239,1015604072.9395189,37218376.06338569,118053887.01696001,56375472.29183994,7655401.717759977,6979321.856000022
LLAMA-8B,W16A16,GPU,1280,1.0,93.07875894988067,BUFFER,8,True,True,True,0,21504,128,64,741606676480.0,292245909223020.9,1728137134080.0,34908.81637200291,9834.64915259077,10743.871015384617,5684.956612608,6730.859836990034,307.3327860184616,1607.1469684110357,5.302760790163532,0.5213943040000001,1.0110119758035006,2.9861116586666814,0.7842428516933686,0.042023821423557435,0.02266802190088443,0.9463201324790578,2.9791211520000163,0.006990506666666647,0.0,0.26984618091532175,0.5143966707780443,1134726182.6531403,538796303.633616,111635595.2639996,161243809.71007854,100955030.81472002,218605782.3027204,473409414.7584039,529585573.72416574,37199152.729292884,59026943.508480005,28187736.14591997,3827700.8588799885,3489660.928000011
LLAMA-8B,W16A16,GPU,1280,1.0,93.07875894988067,BUFFER,8,True,True,True,0,21504,128,64,741606676480.0,292245909223020.9,1728137134080.0,34908.81637200291,9834.64915259077,10743.871015384617,5684.956612608,6730.859836990034,307.3327860184616,1607.1469684110357,5.2619115101635305,0.4805450240000009,1.0110119758035006,2.9861116586666814,0.7842428516933686,0.042023821423557435,0.02266802190088443,0.9463201324790578,2.9791211520000163,0.006990506666666647,0.0,0.26984618091532175,0.5143966707780443,1135243340.3363402,539313461.3168137,111635595.2639996,161243809.71007854,100955030.81472002,218605782.3027204,473409414.7584039,529585573.72416574,37716310.41249277,59026943.508480005,28187736.14591997,3827700.8588799885,3489660.928000011
LLAMA-8B,W16A16,GPU,1280,1.0,93.07875894988067,BUFFER,8,True,True,True,0,21504,128,128,1467644096512.0,584491818446041.8,3456274268160.0,64268.94726293327,16391.081920984616,21464.04743955692,11367.198345215998,11218.099728316722,614.6655720369232,3213.8542568220714,5.892441834179362,0.4805450240000009,1.291027789459237,3.257343317333365,0.8635257033867358,0.058074978461538376,0.02111817398601402,1.2118346370116864,3.243362304000012,0.013981013333333294,0.0,0.2744123618306437,0.5891133415560885,1742073473.8989198,593780790.3686653,179704116.0191974,322487619.4201571,201910061.62944004,437211564.6054408,499669784.330239,1015604072.9395189,37735533.74658557,118053887.01696001,56375472.29183994,7655401.717759977,6979321.856000022
LLAMA-8B,W16A16,GPU,1280,1.0,93.07875894988067,BUFFER,8,False,False,False,0,21504,128,128,1467644096512.0,584491818446041.8,3456274268160.0,64268.94726293327,16391.081920984616,21464.04743955692,11367.198345215998,11218.099728316722,614.6655720369232,3213.8542568220714,6.064811913699098,0.40231619199999946,1.5416267009790312,3.257343317333365,0.8635257033867358,0.2322999138461535,0.08447269594405608,1.2248540911888175,3.243362304000012,0.013981013333333294,0.0,0.2744123618306437,0.5891133415560885,1740423644.42052,592130960.8902658,179704116.0191974,322487619.4201571,201910061.62944004,437211564.6054408,499669784.330239,1015604072.9395189,36085704.2681856,118053887.01696001,56375472.29183994,7655401.717759977,6979321.856000022
LLAMA-8B,W16A16,GPU,1280,1.0,93.07875894988067,BUFFER,8,True,True,True,0,21504,128,128,1467644096512.0,584491818446041.8,3456274268160.0,64268.94726293327,16391.081920984616,21464.04743955692,11367.198345215998,11218.099728316722,614.6655720369232,3213.8542568220714,5.933291114179368,0.5213943040000001,1.291027789459237,3.257343317333365,0.8635257033867358,0.058074978461538376,0.02111817398601402,1.2118346370116864,3.243362304000012,0.013981013333333294,0.0,0.2744123618306437,0.5891133415560885,1741556316.2157202,593263632.6854672,179704116.0191974,322487619.4201571,201910061.62944004,437211564.6054408,499669784.330239,1015604072.9395189,37218376.06338569,118053887.01696001,56375472.29183994,7655401.717759977,6979321.856000022
